"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Titre scolaire";"Domaine d'études";"Genre";"Groupe d'âge";"Statut de l’étudiant au Canada";"Caractéristiques après l’obtention du titre scolaire";"Statistiques des diplômés";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065351";"1.7.39.3.1.1.4.1";"3710";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065352";"1.7.39.3.1.1.4.2";"79100";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065352";"1.7.39.3.1.1.4.2";"75300";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065352";"1.7.39.3.1.1.4.2";"79800";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065352";"1.7.39.3.1.1.4.2";"78200";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065352";"1.7.39.3.1.1.4.2";"77800";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065352";"1.7.39.3.1.1.4.2";"79000";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065352";"1.7.39.3.1.1.4.2";"80900";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065352";"1.7.39.3.1.1.4.2";"81900";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065352";"1.7.39.3.1.1.4.2";"83800";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065539";"1.7.47.3.1.1.4.1";"920";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065539";"1.7.47.3.1.1.4.1";"1120";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065539";"1.7.47.3.1.1.4.1";"1270";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065539";"1.7.47.3.1.1.4.1";"1330";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065539";"1.7.47.3.1.1.4.1";"1400";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065539";"1.7.47.3.1.1.4.1";"1430";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065539";"1.7.47.3.1.1.4.1";"1440";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065539";"1.7.47.3.1.1.4.1";"1600";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065539";"1.7.47.3.1.1.4.1";"1640";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065540";"1.7.47.3.1.1.4.2";"59300";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065540";"1.7.47.3.1.1.4.2";"58600";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065540";"1.7.47.3.1.1.4.2";"60000";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065540";"1.7.47.3.1.1.4.2";"60500";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065540";"1.7.47.3.1.1.4.2";"61800";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065540";"1.7.47.3.1.1.4.2";"62200";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065540";"1.7.47.3.1.1.4.2";"63000";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065540";"1.7.47.3.1.1.4.2";"62700";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065540";"1.7.47.3.1.1.4.2";"64000";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065728";"1.7.50.3.1.1.4.1";"12170";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065728";"1.7.50.3.1.1.4.1";"13230";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065728";"1.7.50.3.1.1.4.1";"13850";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065728";"1.7.50.3.1.1.4.1";"14290";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065728";"1.7.50.3.1.1.4.1";"14620";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065728";"1.7.50.3.1.1.4.1";"14820";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065728";"1.7.50.3.1.1.4.1";"15380";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065728";"1.7.50.3.1.1.4.1";"15780";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065728";"1.7.50.3.1.1.4.1";"15730";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065729";"1.7.50.3.1.1.4.2";"81200";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065729";"1.7.50.3.1.1.4.2";"80800";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065729";"1.7.50.3.1.1.4.2";"79700";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065729";"1.7.50.3.1.1.4.2";"80000";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065729";"1.7.50.3.1.1.4.2";"79700";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065729";"1.7.50.3.1.1.4.2";"82500";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065729";"1.7.50.3.1.1.4.2";"82200";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065729";"1.7.50.3.1.1.4.2";"79700";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065729";"1.7.50.3.1.1.4.2";"80200";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065915";"1.7.56.3.1.1.4.1";"410";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065915";"1.7.56.3.1.1.4.1";"410";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065915";"1.7.56.3.1.1.4.1";"480";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065915";"1.7.56.3.1.1.4.1";"500";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065915";"1.7.56.3.1.1.4.1";"550";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065915";"1.7.56.3.1.1.4.1";"710";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065915";"1.7.56.3.1.1.4.1";"710";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065915";"1.7.56.3.1.1.4.1";"710";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065915";"1.7.56.3.1.1.4.1";"830";"";"";"";"0"
